ID,Title,Year,Maynard and Miles,Schottlaender,Description,Image
197,Earl McGrath Gallery: List of Works,1990,,,"West Hollywood, CA: Earl McGrath Gallery, 1990. Xerox of list of works by Burroughs on exhibition at the Earl McGrath Gallery in West Hollywood, CA, September-October 1990. With receipt for ""Paper Roses on the Prevaricated Heart.""",Earl%20McGrath%20Gallery%3A%20List%20of%20Works.resources/earl-mcgrath-gallery-list-of-works_522290552_o.jpg
198,The Drug User Documents 1840 - 1960,1991,,,"New York: Blast Books, 1991. First. Softbound. Contains foreword by Burroughs.",The%20Drug%20User%20Documents%201840%20-%201960.resources/the-drug-user-documents-1840---1960_11389892214_o.jpg
199,X-Ray Man,1991,,,"New York: Water Row/Lococo Mulder, 1991. Per Eric Shoaf, ""untitled three-color broadside (red, blue & purple on white background). 9.5 x 13 inches silkscreen print with small embossed lizard figure in lower right corner."" Signed by Burroughs. Limited edition printing, number 136 of 178. In original matte and frame.",X-Ray%20Man.resources/x-ray-man_2115025117_o.jpg
200,The Seven Deadly Sins,1991,,B8b,"New York/St. Louis: Lococo/Mulder, 1991. Signed limited first, Schottlaender B8b. Signed and numbered by Burroughs, 43 of 150. Leather bound, with shotgun pellet-perforated wood piece mounted on front cover. With shipping carton.",The%20Seven%20Deadly%20Sins.resources/the-seven-deadly-sins_522292648_o.jpg
201,Ghost of Chance,1991,,A65a,"New York: Whitney Museum of Art, 1991. Signed limited first, Schottlaender A65a. Signed by Burroughs and George Condo, the illustrator. Unnumbered, one of 160, in slipcase.",Ghost%20of%20Chance.resources/ghost-of-chance_522292460_o.jpg
202,The Cat Inside,1992,,A59b,"New York: Viking Penguin, 1992. Second edition, Schottlaender A59b. Without dust jacket, as issued.",The%20Cat%20Inside_2.resources/the-cat-inside_522296979_o.jpg
203,Painting & Guns,1992,,A66,"Madras, India and New York, NY: Hanuman Books, 1992. First, Schottlaender A66. In orange wrappers. Cover variant with standing monkey with staff on back.",Painting%20&%20Guns.resources/painting--guns_522290900_o.jpg
204,Painting & Guns,1992,,A66,"Madras, India and New York, NY: Hanuman Books, 1992. First, Schottlaender A66. In cream wrappers. Cover variant with monkey face surrounded by half circle on back, price tag on back, small tear to lower front.",Painting%20&%20Guns_1.resources/painting--guns_12616727493_o.jpg
205,Paper Cloud Thick Pages,1992,,B5,"Kyoto: Kyoto Shoin Int'l., 1992. First, Schottlaender B5. In laminated pictorial cardboard hardcover.",Paper%20Cloud%20Thick%20Pages.resources/paper-cloud-thick-pages_522298203_o.jpg
206,The Cat Inside,1992,,A59b,"New York: Viking Penguin, 1992. Second edition, Schottlaender A59b. Without dust jacket, as issued.",The%20Cat%20Inside.resources/the-cat-inside_522297705_o.jpg
207,"The ""Priest"" They Called Him",1992,,E21,"Portland, OR: Tim Kerr Records, 1992. First on vinyl, Schottlaender E21.",The%20%22Priest%22%20They%20Called%20Him_1.resources/the-priest-they-called-him_522298437_o.jpg
208,Letter From A Master Addict To Dangerous Drugs,1992,C1b,,"The British Journal of Addiction 53(2), January 1957. First separate printing, Maynard and Miles C1b. Limited to 50 copies. Signed by Burroughs, inscribed to Nelson Lyon ""For Nelson, William S. Burroughs October 20, 1992."" With postmarked envelope with William Burroughs Communications return address.",Letter%20From%20A%20Master%20Addict%20To%20Dangerous%20Drugs.resources/letter-from-a-master-addict-to-dangerous-drugs_522298735_o.jpg
209,"The ""Priest"" They Called Him",1992,,E21,"Portland, OR: Tim Kerr Records, 1992. First on CD, Schottlaender E21.",The%20%22Priest%22%20They%20Called%20Him.resources/the-priest-they-called-him_522294882_o.jpg
210,Break Through In Grey Room,1993,,E5b,"Brussels, Belgium: Sub Rosa, 1993. Schottlaender E5b. Burroughs reading with support from Ian Sommerville and Brion Gysin.  CD.",Break%20Through%20In%20Grey%20Room.resources/break-through-in-grey-room_522294860_o.jpg
211,The Letters of William S. Burroughs: 1945 - 1959,1993,,H12a,"New York: Viking Penguin, Inc., 1993. First, Schottlaender H12a. Proof copy, with publisher's letter to reviewers laid in.",The%20Letters%20of%20William%20S.%20Burroughs%3A%201945%20-%201959_1.resources/the-letters-of-william-s-burroughs-1945---1959_522301289_o.jpg
212,The Letters of William S. Burroughs: 1945 - 1959,1993,,H12a,"New York: Viking Penguin, Inc., 1993. First trade edition, Schottlaender H12a.",The%20Letters%20of%20William%20S.%20Burroughs%3A%201945%20-%201959.resources/the-letters-of-william-s-burroughs-1945---1959_522297429_o.jpg
213,William Burroughs: El Hombre Invisible,1993,,H27b,"New York: Hyperion, 1993. First American edition, Schottlaender H27b.",William%20Burroughs%3A%20El%20Hombre%20Invisible.resources/william-burroughs-el-hombre-invisible_522289892_o.jpg
214,A William Burroughs Birthday Book,1994,,G12,"London: Temple Press, 1994. First, Schottlaender G12. In stapled wrappers.",A%20William%20Burroughs%20Birthday%20Book.resources/a-william-burroughs-birthday-book_522298907_o.jpg
215,Remembering Jack Kerouac,1994,,A69,"Louisville, KY: White Fields Press, 1994. First signed limited, Schottlaender A69. Signed by Burroughs, numbered 10 of 49.",Remembering%20Jack%20Kerouac.resources/remembering-jack-kerouac_522338334_o.jpg
216,Photos and Remembering Jack Kerouac,1994,,A68,"Louisville, KY: White Fields Press, 1994. First signed limited, Schottlaender A68. Signed by Burroughs, lettered F of 26.",Photos%20and%20Remembering%20Jack%20Kerouac.resources/photos-and-remembering-jack-kerouac_522291060_o.jpg
217,The Junky's Christmas And Other Yuletide Stories,1994,,,"London: Serpent's Tail Publishing, 1994. Contains ""The Junky's Christmas"" by Burroughs.",The%20Junky's%20Christmas%20And%20Other%20Yuletide%20Stories.resources/the-junkys-christmas-and-other-yuletide-stories_522345923_o.jpg
218,Ghost of Chance,1995,,A65b,"New York: High Risk Books, 1995. First trade edition, Schottlaender A65b.",Ghost%20of%20Chance_1.resources/ghost-of-chance_522301245_o.jpg
219,Junky; Queer; Naked Lunch,1995,,A71,"New York: Quality Paperbook Book Club, 1995. Softbound, Schottlaender A71.",Junky;%20Queer;%20Naked%20Lunch.resources/junky-queer-naked-lunch_8500954155_o.jpg
220,Pantopon Rose,1995,,A73,"Charleston, WV: Parchment Gallery Graphics, 1995. Signed limited first, Schottlaender A73. Signed and numbered by Burroughs, number 40 of 60.",Pantopon%20Rose.resources/pantopon-rose_522299607_o.jpg
221,My Education,1995,,A72,"New York: Viking Press, Inc., 1995. First edition, Schottlaender A72.",My%20Education.resources/my-education_522288632_o.jpg
222,Essais - Tome I,1996,,A48,"Paris: Christian Bourgois Éditeur, 1996. Second, Schottlaender A48. Volume 1 of 2.",Essais%20-%20Tome%20I_1.resources/essais---tome-i_10499262296_o.jpg
223,Venus Bound,1996,,,"De St. Jorre, John. Venus Bound: The Erotic Voyage of the Olympia Press and Its Writers. New York: Random House, 1996. First.",Venus%20Bound.resources/venus-bound_687615140_o.jpg
224,Ports of Entry: Williams Burroughs and the Arts,1996,,B21,"Los Angeles, CA: Los Angeles County Museum of Art , 1996. First, Schottlaender B21. Produced for a 1996 exhibition at LACMA.",Ports%20of%20Entry%3A%20Williams%20Burroughs%20and%20the%20Arts_1.resources/ports-of-entry-williams-burroughs-and-the-arts_10499249736_o.jpg
225,Ports of Entry: Williams Burroughs and the Arts,1996,,B21,"Los Angeles, CA: Los Angeles County Museum of Art , 1996. First, Schottlaender B21. Produced for a 1996 exhibition at LACMA. Mint in original shrinkwrap.",Ports%20of%20Entry%3A%20Williams%20Burroughs%20and%20the%20Arts.resources/ports-of-entry-williams-burroughs-and-the-arts_522298267_o.jpg
226,Concrete and Buckshot,1996,,B1,"Los Angeles: Smart Art Press, 1996. First, Schottlaender B1.",Concrete%20and%20Buckshot.resources/concrete-and-buckshot_522346051_o.jpg
227,The Beat Book,1996,,,"Boston, MA: Shambhala Publications, 1996. Edited by Anne Waldman. Contains seven selected writings by Burroughs. First.",The%20Beat%20Book.resources/the-beat-book_10499266565_o.jpg
228,Funeral Card,1997,,G90,"[n.p., 1997] Item from Schottlaender G90. The funeral card from the memorial service held in Lawrence, KS on August 6th, 1997.",Funeral%20Card.resources/funeral-card_522298743_o.jpg
229,In Search of Yage,1999,,A76,"Forest Knolls, CA: Skyline Books, 1999. First, Schottlaender A76. Per James Musser: ""Contains three original b&w photographs of William Burroughs in the Amazon jungle in the 1950s. The photographs were taken by an unknown person who accompanied Burroughs on his South American expedition to research the use of yage by local curanderos, a journey chronicled in The Yage Letters. They show Burroughs in his pith helmet and safari clothes, in one photo wielding a machete, in another posing with a long rifle, and in the third he's standing with two native children. The 5"" x 7"" photographs are corner-mounted on paper that simulates the bark of the Banisteria caapi vine. The pages are bound into covers of richly textured, sumptuous hand-made paper bound at the spine with brass screws. The booklet was designed and hand-assembled by Johnny Brewton of X-Ray Book Co. in an edition limited to only 26 lettered copies. The photographs, two of which are previously unpublished, were reproduced from the original negatives and are the only prints to be made from these negatives. This first publication from Skyline Books is a nice companion to The Yage Letters, providing an intriguing look at William Burroughs as explorer and ethnobotanist. As new.""  Lettered R of 26.",In%20Search%20of%20Yage.resources/in-search-of-yage_522298999_o.jpg
230,The Best of William Burroughs,1999,,E3,"New York: Giorno Poetry Systems, 1999. Schottlaender E3. Contains booklet.",The%20Best%20of%20William%20Burroughs.resources/the-best-of-william-burroughs_522290446_o.jpg
231,Paradise Outlaws,1999,,,"New York: WIlliam Morrow & Company, Inc., 1999. First. Price sticker on front of dust jacket.",Paradise%20Outlaws.resources/paradise-outlaws_522297657_o.jpg
232,Last Words,2000,,H11,"New York: Grove Press, Inc., 2000. First, Schottlaender H11.",Last%20Words_1.resources/last-words_522293212_o.jpg
233,Collecting William S. Burroughs in Print,2000,,I41,"Rumford, RI: Rock n' Roll Research Press, 2000. First, Schottlaender I41. Compiled by Eric C. Shoaf. Signed by Shoaf, number 40 of 174 numbered copies.",Collecting%20William%20S.%20Burroughs%20in%20Print.resources/collecting-william-s-burroughs-in-print_522290408_o.jpg
234,Last Words,2000,,H11,"New York: Grove Press, Inc., 2000. First, Schottlaender H11.",Last%20Words.resources/last-words_522289492_o.jpg
235,William S. Burroughs: Time Place Word,2000,,G74,"Providence, R.I.: Friends of the Library, Brown University, 2000. First, Schottlaender G74. Edited by Eric C. Shoaf and Robert H. Jackson.",William%20S.%20Burroughs%3A%20Time%20Place%20Word.resources/william-s-burroughs-time-place-word_687614918_o.jpg
236,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",2001,,H8,"Los Angeles: Semiotext(e), 2001. First, Schottlaender H8. Edited by Sylvere Lotringer.","Burroughs%20Live%3A%20The%20Collected%20Interviews%20of%20William%20S.%20Burroughs,%201960-1997.resources/burroughs-live-the-collected-interviews-of-william-s-burroughs-1960-1997_10499256596_o.jpg"
237,Words of Advice for Young People,2001,,A77,"Encinitas, CA: FreeThought Publications, 2001. First, Schottlaender A77. Number 5 of 250. Signed by the photographer, Michael Monfort.",Words%20of%20Advice%20for%20Young%20People.resources/words-of-advice-for-young-people_522338220_o.jpg
238,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",2001,,H8,"Los Angeles: Semiotext(e), 2001. First, Schottlaender H8.  Edited by Sylvere Lotringer.","Burroughs%20Live%3A%20The%20Collected%20Interviews%20of%20William%20S.%20Burroughs,%201960-1997_1.resources/burroughs-live-the-collected-interviews-of-william-s-burroughs-1960-1997_687615412_o.jpg"
239,Brion Gysin Tuning in to the Multimedia Age,2003,,,"London: Thames & Hudson Ltd., 2003. Edited by Jose Ferez Kuri. Contains ""Port of Entry Here is space-time painting"" by Burroughs. First issue in wrappers.",Brion%20Gysin%20Tuning%20in%20to%20the%20Multimedia%20Age.resources/brion-gysin-tuning-in-to-the-multimedia-age_10499257255_o.jpg
240,William Burroughs Literary Archive,2005,,I24,"Hadley, MA: Ken Lopez Bookseller, 2005. First, Schottlaender I24. An excellent description of and background to the sale of the Burroughs Archive to the New York Public Library.",William%20Burroughs%20Literary%20Archive.resources/william-burroughs-literary-archive_687613854_o.jpg
241,The Lost Years of William Burroughs: Beats in South Texas,2006,,H22,"College Station, TX: Texas A&M University Press, 2006. First edition in wrappers, Schottlaender H22.",The%20Lost%20Years%20of%20William%20Burroughs%3A%20Beats%20in%20South%20Texas.resources/the-lost-years-of-william-burroughs-beats-in-south-texas_687613620_o.jpg
242,The Yage Letters Redux,2006,,A8e,"San Francisco: City Lights Books, 2006. Second printing, Schottlaender A8e.",The%20Yage%20Letters%20Redux.resources/the-yage-letters-redux_8500954319_o.jpg
243,Le Temps des Assassins,2008,,,"Rouen, FR: Dérriere la Salle de Bains, 2008. Pamphlet. Reproduction of texts by Burroughs translated to French by Lucien Suel and originally published in La Collection du Starscrewer nos. 7 (January 1978) and 12 (2nd quarter 1979.) First thus.",Le%20Temps%20des%20Assassins.resources/le-temps-des-assassins_11389894404_o.jpg
244,Everything Lost: The Latin American Notebook of WIlliam S. Burroughs,2008,,A78,"Columbus, OH: Ohio State University Press, 2008. First, Schottlaender A78.",Everything%20Lost%3A%20The%20Latin%20American%20Notebook%20of%20WIlliam%20S.%20Burroughs.resources/everything-lost-the-latin-american-notebook-of-william-s-burroughs_8502060662_o.jpg
245,And The Hippos Were Boiled In Their Tanks,2008,,A79,"New York: Grove Press, 2008. First, Schottlaender A79.",And%20The%20Hippos%20Were%20Boiled%20In%20Their%20Tanks.resources/and-the-hippos-were-boiled-in-their-tanks_8500954013_o.jpg
246,Rub Out The Words: The Letters of WIlliam S. Burroughs 1959-1974,2012,,H14,"New York: Ecco, 2012. First, Schottlaender H14.",Rub%20Out%20The%20Words%3A%20The%20Letters%20of%20WIlliam%20S.%20Burroughs%201959-1974.resources/rub-out-the-words-the-letters-of-william-s-burroughs-1959-1974_8500953699_o.jpg
247,"Cut-ups, Cut-ins, Cut-outs: The Art of WIlliam S. Burroughs",2012,,,"Nürnberg : Verlag für moderne Kunst Nürnberg; Wien : Kunsthalle Wien, 2012. First.","Cut-ups,%20Cut-ins,%20Cut-outs%3A%20The%20Art%20of%20WIlliam%20S.%20Burroughs.resources/cut-ups-cut-ins-cut-outs-the-art-of-william-s-burroughs_8502060828_o.jpg"
248,Call Me Burroughs: A Life,2014,,,"New York, NY: Hachette Book Group, 2014. First. Barry Miles' biography of Burroughs.",Call%20Me%20Burroughs%3A%20A%20Life.resources/call-me-burroughs-a-life_12616380633_o.jpg
249,Taking Shots: The Photography of William S. Burroughs,2014,,,"Munich, DE: Prestel Verlag, 2014. First. Edited by Patricia Allmer and John Sears. Produced for an exhibition of Burroughs' photographic work in 2014 at The Photographers' Gallery in London.",Taking%20Shots%3A%20The%20Photography%20of%20William%20S.%20Burroughs.resources/taking-shots-the-photography-of-william-s-burroughs_12326707824_o.jpg
250,The Travel Agency Is on Fire,2015,,A82,"Alex Wermer-Colan, ed. (Lost and Found: The CUNY Poetics Document Initiative; Ser. 5, No. 2) New York: The Center for the Humanities, The Graduate Center, The City University of New York, 2015. Staplebound. Schottlaender A82.",The%20Travel%20Agency%20Is%20on%20Fire.resources/the-travel-agency-is-on-fire.jpg
251,William S. Burroughs A Collector's Guide,,,,MISSING,William%20S.%20Burroughs%20A%20Collector's%20Guide.resources/william-s-burroughs-a-collectors-guide.jpg
252,The Floating Bear 5,,C31,,Maynard and Miles C31.,The%20Floating%20Bear%205.resources/the-floating-bear-5_2097983977_o.jpg
253,"Wormwood Review 9, 4(36)",,C247,,Maynard and Miles C247.,"Wormwood%20Review%209,%204(36).resources/wormwood-review-9-436_522299139_o.jpg"
254,Big Table 2,,C7,,Maynard and Miles C7.,Big%20Table%202.resources/big-table-2_522288224_o.jpg
255,East Side Review 1(1),,C132,,Maynard and Miles C132.,East%20Side%20Review%201(1).resources/east-side-review-11_522298157_o.jpg
256,Early Routines,,,,MISSING,Early%20Routines.resources/early-routines_522294424_o.jpg
257,The Marijuana Newsletter 2,,C110,,Maynard and Miles C110.,The%20Marijuana%20Newsletter%202.resources/the-marijuana-newsletter-2_522299831_o.jpg
258,Arcade 1,,C84,,"Maynard and Miles C84, C85, and C86.",Arcade%201.resources/arcade-1_522298861_o.jpg
259,The CoEvolution Quarterly 16,,,C421,Schottlaender C421.,The%20CoEvolution%20Quarterly%2016.resources/the-coevolution-quarterly-16.jpg
260,Evergreen Review 6(22),,C39,,Maynard and Miles C39.,Evergreen%20Review%206(22).resources/evergreen-review-622_686753291_o.jpg
261,My Own Mag 13,,,C115,Schottlaender C115. Copy 398 of 500. Contains Maynard & Miles C122.,My%20Own%20Mag%2013.resources/my-own-mag-13_522291516_o.jpg
262,The Outsider 1,,C35,,Maynard and Miles C35.,The%20Outsider%201.resources/the-outsider-1_522301831_o.jpg
263,Fruit Cup 0,,C244,,Maynard and Miles C244.,Fruit%20Cup%200.resources/fruit-cup-0_522289940_o.jpg
264,Big Table 1,,C6,,Maynard and Miles C6.,Big%20Table%201.resources/big-table-1_522288192_o.jpg
265,My Own Mag 12,,,C114,"Schottlaender C114. Includes Schottlaender C96 (containing Maynard & Miles C113,) and additionally contains Maynard & Miles C112.",My%20Own%20Mag%2012.resources/my-own-mag-14_522291582_o.jpg
266,The Invisible Generation,,,,MISSING,The%20Invisible%20Generation.resources/Evernote%20Snapshot%2020161021%20081225.jpg
267,The Marijuana Newsletter 1,,C103,,Maynard and Miles C103.,The%20Marijuana%20Newsletter%201.resources/the-marijuana-newsletter-1_522292180_o.jpg
268,Word Virus: The William Burroughs Reader,,,A75,"New York: Grove Press 1998. First, Schottlaender A75.",Word%20Virus%3A%20The%20William%20Burroughs%20Reader.resources/word-virus-the-william-burroughs-reader_10499258116_o.jpg
269,My Own Mag 15,,,C142,"Schottlaender C142. Includes Schottlaender 141, containing Maynard & Miles C137, C138, C139, and C140.",My%20Own%20Mag%2015.resources/my-own-mag-15_687614572_o.jpg
270,Apomorphine,,,A19,"[Paris]: L'Herne, [1969]. First, Schottlaender A19. Per James Musser: ""Softbound (no hardbound issued). First edition. Prints ""Apomorphine"" in it's entirety (in three-column style), as well as ""Day the Records Went Up,"" ""Coldspring News,"" ""Parenthetically 7 Hertz,"" and more. Among the scarcer Burroughs items. Fine. (French text.)""",Apomorphine.resources/apomorphine_1388185250_o.jpg
271,Rhinozeros 7,,C45,,Maynard and Miles C45.,Rhinozeros%207.resources/rhinozeros-7_528564508_o.jpg
272,WIlliam Burroughs and the Secret of Fascination,,,,MISSING,WIlliam%20Burroughs%20and%20the%20Secret%20of%20Fascination.resources/william-burroughs-and-the-secret-of-fascination_686751745_o.jpg
273,Paper Roses on the Prefabricated Heart,,,,"Signed by Burroughs. Fabriano paper, 20x16"". Number 8 in Earl McGrath Gallery list of works for Los Angeles exhibit in September-October 1990. In original matte and frame. ",Paper%20Roses%20on%20the%20Prefabricated%20Heart.resources/paper-roses-on-the-prefabricated-heart_522288124_o.jpg
274,Rhinozeros 5,,C38,,Maynard and Miles C38.,Rhinozeros%205.resources/rhinozeros-5_528568472_o.jpg
275,Antaeus 2,,C304,,Maynard and Miles C304. Signed by Burroughs at entry.,Antaeus%202.resources/antaeus-2_522295128_o.jpg
276,Statement on Takis,,F5,,Maynard and Miles F5.,Statement%20on%20Takis.resources/statement-on-takis_522290718_o.jpg
277,Big Table 4,,C16,,Maynard and Miles C16.,Big%20Table%204.resources/big-table-4_522290572_o.jpg
278,Klacto 23,,C174,,Maynard and Miles C174.,Klacto%2023.resources/klacto-23_522298097_o.jpg
279,Portrait of Burroughs,,,,"Portrait of Burroughs in casual shirt sitting, facing camera, with wry expression on face. Signed ""By Nelson Lyon, WSB '89"". Creased at lower right corner.",Portrait%20of%20Burroughs.resources/portrait-of-burroughs_522292862_o.jpg
280,Chicago Review 12(3),,C5,,Maynard and Miles C5. Soiled and worn on the spine.,Chicago%20Review%2012(3).resources/chicago-review-123_522298811_o.jpg
281,Paris Review 35,,C127,,Maynard and Miles C127. Signed by Burroughs at entry.,Paris%20Review%2035.resources/paris-review-35_522288748_o.jpg
282,Le Colloque de Tanger - Autograph Letters,,,,"Per James Musser: ""Also included [with Le Colloque de Tanger as obtained] are 6 Autograph Letters Signed from Francois Lagarde to Brion Gysin."" ",Le%20Colloque%20de%20Tanger%20-%20Autograph%20Letters.resources/le-colloque-de-tanger---autograph-letters_522291314_o.jpg
283,Interzone,,,,MISSING,Interzone.resources/interzone_522293574_o.jpg
284,My Own Mag 9,,C101,C89,"Schottlaender C89. Includes Schottlaender C83, containing Maynard and Miles C101 and C102.",My%20Own%20Mag%209.resources/my-own-mag-9_522291404_o.jpg
285,Word Virus: The William Burroughs Reader,,,A75,"New York: Grove Press 1998. First, Schottlaender A75.",Word%20Virus%3A%20The%20William%20Burroughs%20Reader_1.resources/word-virus-the-william-burroughs-reader_522299775_o.jpg
286,My Own Mag 14,,,C116,"Schottlaender C116. Includes Schottlaender 112, containing Maynard & Miles C131.",My%20Own%20Mag%2014.resources/my-own-mag-12_522291434_o.jpg
287,"Report of the Death of an American Citizen ... Mexico, D.F., Mexico, September 24, 1951 ...Joan Vollmer Burroughs .../",,,,MISSING,"Report%20of%20the%20Death%20of%20an%20American%20Citizen%20...%20Mexico,%20D.F.,%20Mexico,%20September%2024,%201951%20...Joan%20Vollmer%20Burroughs%20..._.resources/report-of-the-death-of-an-american-citizen.jpg"
288,Rhinozeros 6,,C43,,Maynard and Miles C43.,Rhinozeros%206.resources/rhinozeros-6_528564514_o.jpg
289,IT: 74,,,C280,Schottlaender C280. Contains Maynard & Miles C269.,IT%3A%2074.resources/Evernote%20Snapshot%2020171107%20212752.jpg
290,My Own Mag 11,,,C113,"Schottlaender C113. Includes Schottlaender C110 (containing Maynard & Miles C105 and C107,) and additionally contains Maynard & Miles C106 and C108.",My%20Own%20Mag%2011.resources/Evernote%20Snapshot%2020171104%20144557.jpg
